id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
35208,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2015.0,Casual,Wildcraft Unisex Blue & Grey Backpack
29696,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt
2803,Men,Footwear,Sandal,Sandals,Beige,Fall,2009.0,Casual,iD Men Casual Leather/Felt Beige Sandal
33998,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Femella Women Blue Leggings
34534,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes
5450,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Sports,Nike Men's Blue Short
23605,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Nike Fragrances Women Casual Perfume
30261,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Formal Shoes
48412,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt
32368,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch
1572,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,Kalenji Mens Essential Training Track Pants
9756,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Classic Polo Men Ikon Maroon Polo Tshirts
39455,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurta
53091,Women,Accessories,Jewellery,Necklace and Chains,Blue,Winter,2016.0,Ethnic,Fabindia Blue & Off-White Necklace
6999,Women,Apparel,Topwear,Tshirts,Magenta,Summer,2011.0,Casual,s.Oliver Women Meganta Printed T-Shirt
47556,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Portia Women Bronze & Golden Flats
8951,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Indigo Nation Men ID Yarn Dyed Black Trousers
13370,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Timberland Men Jeunes Grey Casual Shoes
56094,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Star Wine Me Lip Gloss 013
27360,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Tantra Men After The Fight Maroon T-shirt
7247,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Allender Brown Shoe
21498,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Black Handbag
41781,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Remanika Women Black Tunic
57702,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,General,Lotus Herbals Almond Anti-Wrinkle Creme
9214,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Track Cat Basic White Casual Shoes
6556,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Club Pique Blue Polo T-shirt
38565,Men,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,Nike Men White Bull Logo Cap
41313,Women,Apparel,Bottomwear,Leggings,White,Summer,2012.0,Ethnic,Aurelia Women White Leggings
50436,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Chromozome Men Black Briefs
47193,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown Formal Shoes
58266,Women,Accessories,Bags,Handbags,Silver,Spring,2012.0,Casual,Baggit Women Grey Handbag
14006,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Solid Black Jerseys
17889,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Levis Men Cruiser Red Innerwear Vest
55216,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Lakme Nine to Five Day Perfect Twilight Flame Lip Color
17715,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Reid & Taylor Men Check Brown Shirt
2604,Women,Apparel,Topwear,Tshirts,Maroon,Fall,2010.0,Sports,ADIDAS Women Maroon T-shirt
4775,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,ADIDAS Women 3S Black Track Pants
6361,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's Black Canvas Shoe
10701,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Silver Houston Steel Watches
55357,Women,Personal Care,Nails,Nail Polish,Copper,Spring,2017.0,Casual,Revlon Copper Lustre Nail Polish 386
39024,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women Steel-Toned Dial Analogue Watch A633 
43477,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Shoes
20419,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Baggit Women Frankie Slub Blue Handbag
37332,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8482
58257,Women,Accessories,Bags,Clutches,Maroon,Summer,2012.0,Casual,Baggit Women Maroon Purse
13126,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Lee Cooper Men Brown Formal Shoes
12594,Unisex,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Unisex Printed Blue Tshirts
19884,Women,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,ADIDAS Originals Women Brillo White Cap
39581,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Flats
58149,Women,Accessories,Headwear,Caps,Pink,Summer,2012.0,Casual,Puma Women Pink Sparkle Cat Cap
54051,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Myntra Women Black Leggings
18453,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Guess Marciano Women Perfumes
56379,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,DKNY Women Sweet Delicious 50 ml Perfume
48865,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
23829,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Puma Unisex Dilute Red Flip Flops
12837,Women,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Ant Kids Button Bow Pink Dresses
58735,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Puma Women Pink T-shirt
58842,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012.0,Casual,Hakashi Men Black Cufflinks
58300,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004
25955,Women,Accessories,Scarves,Scarves,Maroon,Summer,2012.0,Casual,Femella Women Maroon Scarf
27712,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Pink Handbag
24185,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Casual,Converse Unisex Contrast Oxford Black Casual Shoes
2371,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Semi Casual Brown Shoe
31037,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Printed Navy Blue T-shirt
44502,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Force 10 Men White & Navy Blue Shoes
8915,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Fall,2011.0,General,Timberland Unisex Black Boot Sauce Cream
44923,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans
33626,Women,Accessories,Wallets,Wallets,Orange,Summer,2012.0,Casual,Lino Perros Women Orange Wallet
4311,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex Muscle Man Green Kidswear
8067,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fastrack Men Non Leather Red Colour Stiches Black Wallet
58902,Men,Accessories,Ties,Ties,Yellow,Summer,2012.0,Casual,Hakashi Men Yellow Silk Tie
4709,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex Chronographic Digital Black Watch
27579,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Scullers Men Striped White T-shirt
27896,Women,Apparel,Topwear,Tops,Gold,Summer,2012.0,Casual,Scullers For Her Gold & White Top
29390,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Maroon Shirt
48434,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,French Connection Men Charcoal Printed T-shirt
10469,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Men Yellow Polo Tshirts
26806,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2013.0,Formal,Arrow Men Charcoal Flat Front Trousers
24781,Women,Accessories,Belts,Belts,White,Winter,2015.0,Casual,Lino Perros Women Ladies Belts White White Belts
48608,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
19428,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Quiksilver Men Rincon Red Shirt
52971,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,FNF Printed Multi Coloured Sari
50332,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women White Printed Kurta
50403,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Miss Sixty Silver Watch
5484,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's City Court White Blue Shoe
7438,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Polo T-shirt
44863,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue & White Polo T-shirt
6686,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,UCB Men's Big Ben Logo Red T-shirt
6473,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,ADIDAS Women's Blossom Pink T-shirt
27895,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Scullers For Her Check Green Shirt
7668,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Wrangler Men's White Crew Length Socks
52842,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Casual,Adrika Green Earrings
38011,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch
41030,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Nautica Men Silver Dial Watch
55139,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017.0,Casual,Lakme Truewear Color Crush 01 Nail Polish
2123,Women,Apparel,Topwear,Tops,Blue,Winter,2010.0,Casual,Lee Women Blue Top
5001,Women,Apparel,Bottomwear,Capris,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Tamira Blue Kidswear
50469,Men,Apparel,Innerwear,Trunk,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Trunks
14421,Women,Footwear,Shoes,Heels,Brown,Summer,2012.0,Casual,Enroute Women Casual Brown Heels
8904,Men,Apparel,Bottomwear,Trousers,White,Fall,2011.0,Formal,Indigo Nation Men ID Solid White Trousers
18730,Women,Apparel,Topwear,Sweaters,Brown,Fall,2011.0,Casual,Arrow Woman Georgina 1 Brown Sweater
38171,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Miami Blues Women Brown Sunglasses
59245,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch
36042,Unisex,Accessories,Bags,Duffel Bag,Blue,Summer,2012.0,Casual,OTLS Unisex Blue Duffle Bag
41834,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Skechers Men Black Shoes
47122,Boys,Footwear,Shoes,Casual Shoes,Red,Winter,2012.0,Casual,Marvel Boys Black Shoes
14512,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Light Blue Thin White & Brown Striped Shirts
35114,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Allen Solly Men Leather Brown Wallet
50006,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Light Padded Bra
37267,Girls,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,United Colors of Benetton Girls Red Printed Dress
6403,Men,Footwear,Sandal,Sandals,Grey,Summer,2011.0,Casual,Lotto Men Quick Sports Grey Floater
32574,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Only Women Katie Black Top
10723,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men Trainng Men's tshirt White Tshirts
36721,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Dark Navy T-Shirt
7844,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Cabana Racer SL JR Black Blue Green Shoe
14569,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans Men Old Skool Black Casual Shoes
39856,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt
12493,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,United Colors of Benetton Women Black Handbag
14298,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Printed pack of 3 Tshirts
22847,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Camel Casual Shoes
23961,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Provogue Men Printed White Shirt
20716,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Smart Casual,Red Tape Men Brown Leather Casual Shoes
30079,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Men Black Dial Watch
6746,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's OverPlay VI Black Shoe
26466,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Story Graphic Green T-shirt
23084,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Navy Blue Check Shirt
25920,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Femella Women Green T-shirt
9105,Men,Footwear,Shoes,Sports Shoes,Black,Winter,2011.0,Sports,Puma Men Complete Vectana 2 Black Sports Shoes
4495,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Men's Fuerzapura Black Yellow Shoe
30954,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,Fabindia Women Beige Top
8315,Men,Apparel,Topwear,Tshirts,Blue,Spring,2013.0,Casual,Wildcraft Men Organic Cotton Blue T-shirt
41798,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Remanika Women Printed Pink Dress
2625,Women,Footwear,Shoes,Flats,Gold,Fall,2009.0,Casual,Carlton London Women Wedge Gold Sandal
17966,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Sasha White Casual Shoe
36369,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Tie
41588,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Basics Men Blue Shirt
55449,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017.0,Casual,Revlon Plum Sexxxy Honey Kiss Lipstick 08
6376,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's Black Casual Shoe
39587,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
23602,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Nike Fragrances Men Pure Perfume
11630,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,W Women Printed Purple Kurtas
8434,Women,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Jealous 21 Women Jealous Eara Red Top Red T-shirt
28129,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey MODERN CLASSIC Mens Navy Blue Briefs 8035
29945,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL13088JSB-02
26721,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Fine Striped Black T-shirt
33857,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Court Attaque Black Shoes
14387,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Flats
14659,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Probase Men Solid LT.Khaki Trousers
17597,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Cat Unisex Sunglasses
51769,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,Hidedge Men Brown Belt
33343,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Homme Men Brown Formal Oxford Shoes
51059,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2017.0,Casual,Enamor Women Black Nightdress
3751,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Ticket To Win Blue T-shirt
25821,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Diva Women White Printed Kurta
52789,Women,Accessories,Wallets,Wallets,Red,Fall,2012.0,Casual,Fiorelli Women Red Wallet
47214,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown  Formal Shoes
37858,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Hidekraft Women Black Handbag
56423,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Biara Women White Bra ST 5001
51734,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Allen Solly Women Sunglasses AH218-C1
44752,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Globalite Men White Court Shoes
8926,Men,Accessories,Belts,Belts,White,Fall,2011.0,Casual,Puma Men fundamentals webbing White Belts
16628,Men,Apparel,Topwear,Tshirts,Olive,Summer,2016.0,Casual,Facit Men Smart Olive Tshirt
12278,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Genesis Men Solid Maroon Shirts
6883,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Forever New Women Floral Trendy Purple Top
7409,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women Round Neck Short Sleeve Pink Kurta
32918,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Status Quo Men Printed Blue T-shirt
25589,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green Churidar Kurta with Dupatta
11901,Men,Footwear,Shoes,Formal Shoes,Maroon,Fall,2011.0,Formal,Franco Leone Men Formal Maroon Formal Shoes
7251,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men's Ocean Grove 2 Brown Shoe
52081,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey & Red T-shirt
2169,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Probase Men Red & Blue Shirt
42549,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Mother Earth Women Mustard Kurta
24704,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Puma Men Black Flip Flops
12146,Women,Apparel,Topwear,Kurtis,Pink,Fall,2011.0,Ethnic,Aurelia Women Solid Pink Kurtis
43092,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Swiss Army Men Mountain Water Eau De Toilette 100 ml
22581,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Sports,Nike Women Solid Purple Sweatshirt
56312,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch
6438,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2011.0,Casual,Lotto Women's Hawaian Palms Purple Yellow Flip Flop
33910,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Citizen Men White Dial Watch
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Carlton London Women Blue & Cream Shoes
47204,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown Formal Shoes
59667,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green & Red Printed Sari
16430,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Levi's Men Printed Blue  Tshirts
13171,Women,Footwear,Shoes,Sports Shoes,Navy Blue,Fall,2011.0,Sports,Skechers Women Bravos Navy Blue Sports Shoes
53412,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,Alma Women Blue Printed Kurta
57985,Women,Apparel,Topwear,Tops,Yellow,Fall,2012.0,Casual,Latin Quarters Women Yellow Top
49287,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Arrow Men Pack of 5 Socks
21497,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Black Handbag
23270,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Maxima Ssteele Men Blue Watch
11684,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Lee Men Striped Shirt
38365,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Peter England Men Black Wallet
4752,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,ADIDAS Men's Red Polo T-shirt
24609,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Spykar Men Yellow Shirt
5390,Unisex,Footwear,Shoes,Sports Shoes,Grey,All,2011.0,Sports,Kalenji Kapteren 100 Grey Orang
53367,Unisex,Accessories,Bags,Backpacks,Pink,Summer,2012.0,Casual,Puma Unisex Pink Backpack
17000,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women White Heels
7162,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Scullers Men's Scul Purple T-shirt
36049,Unisex,Accessories,Bags,Backpacks,Beige,Summer,2012.0,Casual,OTLS Unisex Beige Backpack
34358,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Say It Loud T-shirt
7814,Men,Apparel,Topwear,Tshirts,Purple,Summer,2013.0,Casual,Proline Men Purple Polo T-shirt
18788,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Celesta Blue Shirt
42683,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Alma Women White Printed Kurta
32238,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Women Printed Black Kurta
14121,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Washed Blue Jeans
54857,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012.0,Casual,Ivory Tag Women Delicate Pink Pearl Necklace
23730,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Ray-Ban Unisex High Street Brown Sunglasses
12838,Unisex,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ant Unisex Bebo White Tshirts
3988,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Mischief Maker Blue T-shirt
42679,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Alma Women Beige Printed Kurta
18199,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Stripes Purple Sweater
9674,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,ADIDAS Men Pre FM trg Black Shorts
40645,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta
6591,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Spykar Women's Paint Your Life White T-shirt
25672,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Casual Watch
24427,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Opticourt Ligra Black Sports Shoes
55130,Women,Personal Care,Nails,Nail Polish,White,Spring,2017.0,Casual,Lakme Truewear Color Crush Nail Polish 10
35875,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Marvel Boys Comics Blue T-shirt
28702,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,W Women Printed Grey Kurta
30117,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Flying Machine Men Printed White T-shirt
53652,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Kiara Women Black Handbag
32355,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch
17198,Men,Apparel,Topwear,Sweaters,Black,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Black Sweater
5114,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Women Engineered Stripe Rust T-shirt
27802,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Bulchee Men Classic Padded Black Belt
7187,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Supper Zipped Ankle Black Jeans
50498,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Winter,2016.0,Casual,Chromozome Men Maroon Innerwear Vest
25675,Women,Accessories,Watches,Watches,Steel,Summer,2017.0,Casual,Fastrack Women Steel-Toned Dial Watch NA6021SL02
57261,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag
25314,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Digital Watch AE-1100W-1BVDF(D086)
36737,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Spykar Women Cult Green T-shirt
6275,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Crystal Benetton Pink T-shirt
2143,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2011.0,Casual,Basics Men Blue Striped Polo T-shirt
46473,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Sliver Dial Watch
9688,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Puma Women USP Chest Cat Fuchsia T-shirt
6651,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011.0,Casual,Nike Men's Triplefin Thong Brown Khaki Flip Flop
39632,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012.0,Sports,Nike Men Air Max Courtballistec Red Sports Shoes
50292,Men,Accessories,Ties,Ties,Grey,Summer,2012.0,Formal,Parx Men Grey Tie
51354,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Light Blue Jeans
36826,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Kurta
29411,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch
44701,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Wills Lifestyle Women Pink Top
